molid,smiles,n_pka,datasets,has_exclude,drug_like_pass,filter_reason,mw,logp,hbd,hba,rotb,tpsa,natoms
mol13855,CCCOC(=O)c1ccc(O)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,180.2,1.96,1.0,3.0,3.0,46.53,13.0
mol13858,C=CCOc1ccc(C(=O)O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,178.19,1.95,1.0,2.0,4.0,46.53,13.0
mol13863,CC1=C(C)C(C(C)C(=O)O)CC1=O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,182.22,1.63,1.0,2.0,2.0,54.37,13.0
mol13865,CNCC(=O)NCCc1c[nH]cn1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,182.23,-0.71,3.0,3.0,5.0,69.81,13.0
mol13866,NCCC(=O)NCCc1c[nH]cn1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,182.23,-0.58,3.0,3.0,5.0,83.8,13.0
mol13870,CN(C)C1CC(C)(C)NC(C)(C)C1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,184.33,1.86,1.0,2.0,1.0,15.27,13.0
mol13871,CCN(CC)[C@H]1CCC[C@@H]1N(C)C,4,QSARtoolbox|Datawarrior,False,True,pass,184.33,1.81,0.0,2.0,4.0,6.48,13.0
mol1388,CN(C)Cc1ccc2cccnc2c1O,4,Hunt|IUPAC_digitized,False,True,pass,202.26,2.0,1.0,3.0,2.0,36.36,15.0
mol13884,CN(C)S(=O)(=O)c1ccc(N)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,200.26,0.52,1.0,3.0,2.0,63.4,13.0
mol13892,CCN(CCO)c1ccc(N)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,180.25,1.09,2.0,3.0,4.0,49.49,13.0
mol13896,CC(=O)c1cccc(NC(N)=S)c1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,194.26,1.54,2.0,2.0,2.0,55.12,13.0
mol13897,CC(=O)C(CN1CCOCC1)=NO,4,OCHEM|Datawarrior,False,True,pass,186.21,-0.26,1.0,5.0,3.0,62.13,13.0
mol13899,COc1ccc([N+](=O)[O-])c(CN)c1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,182.18,1.06,1.0,4.0,3.0,78.39,13.0
mol13900,COc1ccc(CN)c([N+](=O)[O-])c1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,182.18,1.06,1.0,4.0,3.0,78.39,13.0
mol13915,O=C(O)c1cc([N+](=O)[O-])ccc1F,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,185.11,1.43,1.0,3.0,2.0,80.44,13.0
mol13927,N#CCC(C(=O)O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,175.19,1.77,1.0,2.0,3.0,61.09,13.0
mol13929,N#CC(CC(=O)O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,175.19,1.77,1.0,2.0,3.0,61.09,13.0
mol13934,C[N+](C)(C)Cc1cccc(O)c1O,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,182.24,1.3,2.0,2.0,2.0,40.46,13.0
mol13957,COC(=O)CC(=O)c1ccncc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,179.18,0.83,0.0,4.0,3.0,56.26,13.0
mol13960,COC(=O)CC(=O)c1cccnc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,179.18,0.83,0.0,4.0,3.0,56.26,13.0
mol13973,CC12CN3CC(C)(C1)CC(C)(C3)C2,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,179.31,2.52,0.0,1.0,0.0,3.24,13.0
mol13982,Cc1cc(-c2ncc[nH]2)n[nH]1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,148.17,1.11,2.0,2.0,1.0,57.36,11.0
mol13984,S=c1[nH]c(=S)c2[nH]cnc2[nH]1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,184.25,1.68,3.0,3.0,0.0,60.26,11.0
mol13987,O=S1(=O)N=CNc2nc[nH]c21,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,172.17,-0.45,2.0,4.0,0.0,87.21,11.0
mol13999,NC(=O)C1CC2CCN1CC2,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,154.21,-0.04,1.0,2.0,1.0,46.33,11.0
mol14007,c1ccc(C2NCCS2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,165.26,2.02,1.0,2.0,1.0,12.03,11.0
mol14017,c1cc(-c2ccoc2)ccn1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,145.16,2.34,0.0,2.0,1.0,26.03,11.0
mol1402,C[n+]1cccc2cccc(O)c21,4,Hunt|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,160.2,1.37,1.0,1.0,0.0,24.11,12.0
mol14030,c1ccc(-c2ccn[nH]2)nc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,145.16,1.47,1.0,2.0,1.0,41.57,11.0
mol14042,CC(C)(C)OOCCC(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,162.19,1.21,1.0,3.0,4.0,55.76,11.0
mol14044,CC(C)=C=CC(C)(C)C(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,154.21,2.22,1.0,1.0,2.0,37.3,11.0
mol14045,C[Si](C)(CCl)CCCC(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,194.73,2.34,1.0,1.0,5.0,37.3,11.0
mol14049,CC[Si](C)(C)CCCC(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,174.32,2.58,1.0,1.0,5.0,37.3,11.0
mol14053,C=CCNCCCNCC=C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,154.26,0.93,2.0,2.0,8.0,24.06,11.0
mol14061,NNC(=O)C(F)(F)C(F)(F)F,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,178.06,0.17,2.0,2.0,1.0,55.12,11.0
mol14082,CN(C)CCNCCN(C)C,4,OCHEM|Datawarrior,False,True,pass,159.28,-0.3,1.0,3.0,6.0,18.51,11.0
mol14107,O=C(O)CCCc1cccs1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,170.23,2.16,1.0,2.0,4.0,37.3,11.0
mol14113,CCc1cc(O)cc(C)c1Cl,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,170.64,2.92,1.0,1.0,1.0,20.23,11.0
mol14116,OC(O)=C(O)c1ccccc1,4,QSARtoolbox|Datawarrior|ibond_AttenGpKa,False,True,pass,152.15,1.99,3.0,3.0,1.0,60.69,11.0
mol14122,COCC1=C(C(=O)O)CCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,156.18,1.2,1.0,2.0,3.0,46.53,11.0
mol14135,CC(=O)c1ccc(C(=O)O)s1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,170.19,1.65,1.0,3.0,2.0,54.37,11.0
mol14136,CCn1nnc(CC(=O)O)n1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,156.15,-0.68,1.0,4.0,3.0,80.9,11.0
mol14141,NCCCCc1ccncc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,150.22,1.36,1.0,2.0,4.0,38.91,11.0
mol14142,NCCCCc1cccnc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,150.22,1.36,1.0,2.0,4.0,38.91,11.0
mol14143,NCCCCc1ccccn1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,150.22,1.36,1.0,2.0,4.0,38.91,11.0
mol14152,CSC(=N)Nc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,166.25,2.4,2.0,2.0,1.0,35.88,11.0
mol14161,NCc1ccccc1[N+](=O)[O-],4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,152.15,1.05,1.0,3.0,2.0,69.16,11.0
mol14171,NCC(=O)Nc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,150.18,0.58,2.0,2.0,2.0,55.12,11.0
mol14172,CCNC(=O)c1ccccn1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,150.18,0.83,1.0,2.0,2.0,41.99,11.0
mol14173,CCNC(=O)C1CCCCN1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,156.23,0.26,2.0,2.0,2.0,41.13,11.0
mol14185,O=C(O)C(O)Cc1c[nH]cn1,4,OCHEM|Datawarrior,False,True,pass,156.14,-0.6,3.0,3.0,3.0,86.21,11.0
mol14187,CCn1nnnc1N[N+](=O)[O-],4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,158.12,-0.7,1.0,5.0,3.0,98.77,11.0
mol14193,CC(C)(N)Cc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,149.24,1.97,1.0,1.0,2.0,26.02,11.0
mol14201,CCSC(=N)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,165.26,2.77,1.0,2.0,2.0,23.85,11.0
mol14204,O=C(O)c1sccc1[N+](=O)[O-],4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,173.15,1.35,1.0,4.0,2.0,80.44,11.0
mol14206,COc1ccc(NCO)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,153.18,1.06,2.0,3.0,3.0,41.49,11.0
mol14207,CONC(=O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,151.16,0.98,1.0,2.0,2.0,38.33,11.0
mol14211,NCC(=O)c1ccc(O)cc1,4,OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,151.16,0.53,2.0,3.0,2.0,63.32,11.0
mol14214,N#C[C@H]1CCCC[C@@H]1C(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,153.18,1.4,1.0,2.0,1.0,61.09,11.0
mol14238,OCCCNc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,151.21,1.48,2.0,2.0,4.0,32.26,11.0
mol14240,Cc1ccc(N(C)CO)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,151.21,1.38,1.0,2.0,2.0,23.47,11.0
mol14242,COc1ccc(CCN)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,151.21,1.2,1.0,2.0,3.0,35.25,11.0
mol14257,CN(CO)c1ccc(Cl)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,171.63,1.73,1.0,2.0,2.0,23.47,11.0
mol14259,O=C(O)c1ccc([N+](=O)[O-])o1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,157.08,0.89,1.0,4.0,2.0,93.58,11.0
mol14269,Cc1nc(C(=O)O)ccc1O,4,OCHEM|Datawarrior,False,True,pass,153.14,0.79,2.0,3.0,1.0,70.42,11.0
mol14277,CCCCCCP(=O)(O)CCCCCC,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,234.32,4.42,1.0,1.0,10.0,37.3,15.0
mol14283,C=CCN(CC=C)CCOC(=O)C(=C)C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,209.29,1.78,0.0,3.0,8.0,29.54,15.0
mol14284,C=C(C)C(=O)OCCN(C(C)C)C(C)C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,213.32,2.22,0.0,3.0,6.0,29.54,15.0
mol14301,CC(Cc1ccccc1)N(C)CCC#N,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,202.3,2.46,0.0,2.0,5.0,27.03,15.0
mol14318,CCOP(=O)(CN1CCOCC1)OCC,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,237.24,1.54,0.0,5.0,6.0,48.0,15.0
mol14324,N#CC(CCCC(=O)O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,203.24,2.55,1.0,2.0,5.0,61.09,15.0
mol14325,CC(C)(C(=O)O)C(C#N)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,203.24,2.4,1.0,2.0,3.0,61.09,15.0
mol14326,CC(C)NCC(O)COc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,209.29,1.42,2.0,3.0,6.0,41.49,15.0
mol14342,COP(=O)(O)NS(=O)(=O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,251.2,0.71,2.0,4.0,4.0,92.7,15.0
mol14344,NC(=O)C(CCC(=O)O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,207.23,1.12,2.0,2.0,5.0,80.39,15.0
mol14347,N#CC(C#N)Cc1ccc([N+](=O)[O-])cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,201.19,1.8,0.0,4.0,3.0,90.72,15.0
mol14374,CCOCCn1c(CN2CCCN(CCCCn3cc(C(=O)O)cn3)CC2)nc2ccccc21,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,468.6,2.96,1.0,6.0,12.0,88.65,34.0
mol1441,CCOP(=O)(OCC)OCCN(CC)CC,4,Hunt|IUPAC_digitized|QSARtoolbox|OCHEM,False,True,pass,253.28,2.53,0.0,5.0,10.0,48.0,16.0
mol1442,CCOP(=O)(OCC)OCCN(C)C,4,Hunt|IUPAC_digitized|OCHEM,False,True,pass,225.22,1.75,0.0,5.0,8.0,48.0,14.0
mol14427,CCOC(=O)C(Cc1ccccc1)C(C)=O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,220.27,2.0,0.0,3.0,5.0,43.37,16.0
mol14439,NC(CCc1ccc([N+](=O)[O-])cc1)C(=O)O,4,OCHEM|Datawarrior,False,True,pass,224.22,0.94,2.0,4.0,5.0,106.46,16.0
mol1444,CC(C)OP(=O)(OC(C)C)SCCN(C)C,4,Hunt|IUPAC_digitized|QSARtoolbox|OCHEM,False,True,pass,269.35,3.24,0.0,5.0,8.0,38.77,16.0
mol14442,CN(C)Cc1ccc(CN(C)C)c(O)c1O,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,224.3,1.22,2.0,4.0,4.0,46.94,16.0
mol14443,CN(C)Cc1cc(O)c(O)c(CN(C)C)c1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,224.3,1.22,2.0,4.0,4.0,46.94,16.0
mol14444,CCN(CC)CC(=O)Nc1ccccc1C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,220.32,2.28,1.0,2.0,5.0,32.34,16.0
mol14445,CCN(CC)CC(=O)NCc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,220.32,1.64,1.0,2.0,6.0,32.34,16.0
mol14447,CCN(CC)CC(=O)Nc1ccc(C)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,220.32,2.28,1.0,2.0,5.0,32.34,16.0
mol14461,N#CC(CCCCC(=O)O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,217.27,2.94,1.0,2.0,6.0,61.09,16.0
mol14465,CC(=O)C(Cc1ccc(C#N)cc1)C(C)=O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,215.25,1.89,0.0,3.0,4.0,57.93,16.0
mol14470,CCOP(=O)(O)NS(=O)(=O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,265.23,1.1,2.0,4.0,5.0,92.7,16.0
mol14473,CC(C)(C(=O)O)C(C(N)=O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,221.26,1.37,2.0,2.0,4.0,80.39,16.0
mol14492,CN1CCN(C)c2cccc3cccc1c23,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,212.3,2.73,0.0,2.0,0.0,6.48,16.0
mol14494,Nc1cccc(-c2nc3ccccc3s2)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,226.3,3.55,1.0,3.0,1.0,38.91,16.0
mol14496,Nc1ccc(-c2nc3ccccc3s2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,226.3,3.55,1.0,3.0,1.0,38.91,16.0
mol14506,C[n+]1c2ccccc2nc2c(O)cccc21,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,211.24,1.92,1.0,2.0,0.0,37.0,16.0
mol14515,c1cc(C2CCCN2)nc(C2CCCN2)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,217.32,1.93,2.0,3.0,2.0,36.95,16.0
mol14534,Cc1cc(O)n(-c2nc(C)c(C)c(O)n2)n1,4,OCHEM|Datawarrior,False,True,pass,220.23,1.0,2.0,5.0,1.0,84.06,16.0
mol14557,O=S(=O)(Nc1nccs1)c1ccc(O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,256.31,1.65,2.0,5.0,3.0,79.29,16.0
mol14576,CCOc1ccc(Nc2ccccc2)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,213.28,3.83,1.0,2.0,4.0,21.26,16.0
mol14586,O=[N+]([O-])c1cccc(-c2ccc(O)cc2)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,215.21,2.97,1.0,3.0,2.0,63.37,16.0
mol14588,CCOC(=O)c1cnc2ccccc2c1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,217.22,2.12,1.0,4.0,2.0,59.42,16.0
mol14595,CC1=Nc2ccc([N+](=O)[O-])cc2N=C(C)C1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,217.23,3.18,0.0,4.0,1.0,67.86,16.0
mol14598,O=[N+]([O-])c1ccc2[nH]c(C(F)(F)F)nc2c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,231.13,2.49,1.0,3.0,1.0,71.82,16.0
mol1460,CC(C)(C)N1CCCC1,4,Hunt|IUPAC_digitized|OCHEM|ibond_AttenGpKa,False,True,pass,127.23,1.88,0.0,1.0,0.0,3.24,9.0
mol14609,N=C(N)Nc1nccc(-c2csc(N)n2)n1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,235.28,0.49,4.0,6.0,2.0,126.59,16.0
mol14616,O=C(O)CN(CCNS(=O)(=O)c1ccc(CCBr)cc1)CC(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,423.29,0.37,3.0,5.0,11.0,124.01,24.0
mol14620,O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,334.44,4.8,1.0,2.0,6.0,37.3,24.0
mol14629,c1ccc2c(c1)CNCCCNCc1ccccc1OCCCO2,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,326.44,3.12,2.0,4.0,0.0,42.52,24.0
mol14631,CCCN(CCC)CC(=O)NC1c2ccccc2-c2ccccc21,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,322.45,3.99,1.0,2.0,7.0,32.34,24.0
mol14639,O=[N+]([O-])c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,329.36,1.8,1.0,7.0,6.0,93.42,24.0
mol14646,CCc1cc(CC)c(OC)c(C(=O)NCC2CCCN2CC)c1O,4,OCHEM|Datawarrior,False,True,pass,334.46,2.74,2.0,4.0,7.0,61.8,24.0
mol14647,CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(CN)c2)cc1,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,329.35,2.02,2.0,6.0,7.0,98.85,24.0
mol14648,Cc1ccc([N+](=O)[O-])cc1C(=NCCCN(C)C)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,325.41,3.69,0.0,4.0,7.0,58.74,24.0
mol14661,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,276.42,3.75,1.0,2.0,7.0,32.34,20.0
mol14673,COc1cc([S+](C)[O-])ccc1-c1nc2ncncc2[nH]1,4,OCHEM|Datawarrior,False,True,pass,288.33,1.77,1.0,5.0,3.0,86.75,20.0
mol14674,COc1cc([S+](C)[O-])ccc1-c1nc2cnncc2[nH]1,4,OCHEM|Datawarrior,False,True,pass,288.33,1.77,1.0,5.0,3.0,86.75,20.0
mol14676,S=c1[nH]c(SCc2ccccc2)c(-c2ccccc2)[nH]1,4,OCHEM|Datawarrior,False,True,pass,298.44,5.03,2.0,2.0,4.0,31.58,20.0
mol1468,NCC(Cl)(Cl)C(Cl)(Cl)Cl,4,Hunt|IUPAC_digitized|QSARtoolbox|OCHEM,False,True,pass,231.34,2.49,1.0,1.0,1.0,26.02,9.0
mol14680,COc1ccc2nccc(C(O)C3CCCCN3)c2c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,272.35,2.42,2.0,4.0,3.0,54.38,20.0
mol14703,COc1cc(C(N)=O)ccc1-c1nc2nn(C)cc2[nH]1,4,OCHEM|Datawarrior,False,True,pass,271.28,1.07,2.0,4.0,3.0,98.82,20.0
mol14704,COc1cc(C(N)=O)ccc1-c1nc2c(ncn2C)[nH]1,4,OCHEM|Datawarrior,False,True,pass,271.28,1.07,2.0,4.0,3.0,98.82,20.0
mol14734,CN(C)CCCN=C(c1ccccc1)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,266.39,3.48,0.0,2.0,6.0,15.6,20.0
mol14743,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,270.38,2.92,0.0,3.0,6.0,25.36,20.0
mol14745,CCN1CCCC1CNC(=O)c1c(O)cccc1OC,4,OCHEM|Datawarrior,False,True,pass,278.35,1.61,2.0,4.0,5.0,61.8,20.0
mol14751,Cc1ccc(Sc2ccc([N+](=O)[O-])cc2C(=O)O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,289.31,3.75,1.0,4.0,4.0,80.44,20.0
mol14769,Oc1ccccc1CN1CCCNCCCNCCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,277.41,1.56,3.0,4.0,2.0,47.53,20.0
mol14775,CCCCCCCCCCCCN(CCO)CC(C)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,287.49,3.58,2.0,3.0,15.0,43.7,20.0
mol14776,c1cc(N2CCCC2)c2c(N3CCCC3)cccc2c1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,266.39,4.04,0.0,2.0,2.0,6.48,20.0
mol14785,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,4,OCHEM|Datawarrior,False,True,pass,267.33,2.85,2.0,3.0,0.0,43.7,20.0
mol14796,c1ccc(Cc2cc(-c3ccccc3)nnc2NCCN2CCOCC2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,374.49,3.48,1.0,5.0,7.0,50.28,28.0
mol14814,Cc1nc2c(n1C)C(=O)c1ncnc(O)c1C2=O,4,OCHEM|Datawarrior,False,True,pass,244.21,-0.0,1.0,6.0,0.0,97.97,18.0
mol14815,c1cc(N2CCCCC2)ccc1N1CCCCC1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,244.38,3.67,0.0,2.0,2.0,6.48,18.0
mol14818,Oc1onc2c1CCN(Cc1ccccc1)CC2,4,OCHEM|Datawarrior,False,True,pass,244.29,1.98,1.0,4.0,2.0,49.5,18.0
mol14819,c1cc(N2CCOCC2)ccc1N1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,248.33,1.36,0.0,4.0,2.0,24.94,18.0
mol14830,c1cc(N2CCOCC2)ccc1N1CCCCC1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,246.35,2.51,0.0,3.0,2.0,15.71,18.0
mol14859,N#CC(C#N)=C(C#N)Nc1ccc(C(=O)O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,238.21,1.62,2.0,5.0,3.0,120.7,18.0
mol14866,CCN(CC)CCC(=O)Nc1c(C)cccc1C,4,OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,248.37,2.97,1.0,2.0,6.0,32.34,18.0
mol14870,CC(=O)NCc1cc(C)cc(CNC(C)=O)c1O,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,250.3,0.97,3.0,3.0,4.0,78.43,18.0
mol14881,CCN(CC)CC(=O)Nc1ccc([N+](=O)[O-])cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,251.29,1.88,1.0,4.0,6.0,75.48,18.0
mol14885,c1cnc2c(c1)c1c(c3cccnc32)CCCC1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,234.3,3.66,0.0,2.0,0.0,25.78,18.0
mol14886,c1cnc2c(c1)ccc1c3c(cnc12)CCCC3,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,234.3,3.66,0.0,2.0,0.0,25.78,18.0
mol14894,Nc1ccc2c(c1)-c1c(ccc3ccccc13)C2,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,231.3,3.99,1.0,1.0,0.0,26.02,18.0
mol14896,Cc1c2ccncc2cc2c1[nH]c1ccncc12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,233.27,3.57,1.0,2.0,0.0,41.57,18.0
mol14897,Cc1cccc(OC(O)(CBr)c2ccccc2)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,307.19,3.61,1.0,2.0,4.0,29.46,18.0
mol14898,Cc1ccc(OC(O)(CBr)c2ccccc2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,307.19,3.61,1.0,2.0,4.0,29.46,18.0
mol14902,C(CSCCc1nnn[nH]1)SCCc1nnn[nH]1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,286.39,-0.04,2.0,8.0,9.0,108.92,18.0
mol14904,CC(C)N/C=N/c1ccc(-c2cn(C)cn2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,242.33,2.74,1.0,2.0,4.0,42.21,18.0
mol14907,CC(C)N/C=N/c1ccc(-c2cncn2C)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,242.33,2.74,1.0,2.0,4.0,42.21,18.0
mol14915,C[n+]1ccn(CCC[n+]2ccc(/C=N/O)cc2)c1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,246.31,0.5,1.0,2.0,5.0,45.28,18.0
